-25		9.19544e-11
-24.999		9.19544e-11
-24.998		9.19544e-11
-24.997		9.19544e-11
-24.996		9.19544e-11
-24.995		9.19544e-11
-24.994		9.19544e-11
-24.993		9.19544e-11
-24.992		9.19544e-11
-24.991		9.19544e-11
-24.99		9.19544e-11
-24.989		9.19544e-11
-24.988		9.19544e-11
-24.987		9.19544e-11
-24.986		9.19544e-11
-24.985		9.19544e-11
-24.984		9.19544e-11
-24.983		9.19544e-11
-24.982		9.19544e-11
-24.981		9.19544e-11
-24.98		9.19544e-11
-24.979		9.19544e-11
-24.978		9.19544e-11
-24.977		9.19544e-11
-24.976		9.19544e-11
-24.975		9.19544e-11
-24.974		9.19544e-11
-24.973		9.19544e-11
-24.972		9.19544e-11
-24.971		9.19544e-11
-24.97		9.19544e-11
-24.969		9.19544e-11
-24.968		9.19544e-11
-24.967		9.19544e-11
-24.966		9.19544e-11
-24.965		9.19544e-11
-24.964		9.19544e-11
-24.963		9.19544e-11
-24.962		9.19544e-11
-24.961		9.19544e-11
-24.96		9.19544e-11
-24.959		9.19544e-11
-24.958		9.19544e-11
-24.957		9.19544e-11
-24.956		9.19544e-11
-24.955		9.19544e-11
-24.954		9.19544e-11
-24.953		9.19544e-11
-24.952		9.19544e-11
-24.951		9.19544e-11
-24.95		9.19544e-11
-24.949		9.19544e-11
-24.948		9.19544e-11
-24.947		9.19544e-11
-24.946		9.19544e-11
-24.945		9.19544e-11
-24.944		9.19544e-11
-24.943		9.19544e-11
-24.942		9.19544e-11
-24.941		9.19544e-11
-24.94		9.19544e-11
-24.939		9.19544e-11
-24.938		9.19544e-11
-24.937		9.19544e-11
-24.936		9.19544e-11
-24.935		9.19544e-11
-24.934		9.19544e-11
-24.933		9.19544e-11
-24.932		9.19544e-11
-24.931		9.19544e-11
-24.93		9.19544e-11
-24.929		9.19544e-11
-24.928		9.19544e-11
-24.927		9.19544e-11
-24.926		9.19544e-11
-24.925		9.19544e-11
-24.924		9.19544e-11
-24.923		9.19544e-11
-24.922		9.19544e-11
-24.921		9.19544e-11
-24.92		9.19544e-11
-24.919		9.19544e-11
-24.918		9.19544e-11
-24.917		9.19544e-11
-24.916		9.19544e-11
-24.915		9.19544e-11
-24.914		9.19544e-11
-24.913		9.19544e-11
-24.912		9.19544e-11
-24.911		9.19544e-11
-24.91		9.19544e-11
-24.909		9.19544e-11
-24.908		9.19544e-11
-24.907		9.19544e-11
-24.906		9.19544e-11
-24.905		9.19544e-11
-24.904		9.19544e-11
-24.903		9.19544e-11
-24.902		9.19544e-11
-24.901		9.19544e-11
-24.9		9.19544e-11
-24.899		9.19544e-11
-24.898		9.19544e-11
-24.897		9.19544e-11
-24.896		9.19544e-11
-24.895		9.19544e-11
-24.894		9.19544e-11
-24.893		9.19544e-11
-24.892		9.19544e-11
-24.891		9.19544e-11
-24.89		9.19544e-11
-24.889		9.19544e-11
-24.888		9.19544e-11
-24.887		9.19544e-11
-24.886		9.19544e-11
-24.885		9.19544e-11
-24.884		9.19544e-11
-24.883		9.19544e-11
-24.882		9.19544e-11
-24.881		9.19544e-11
-24.88		9.19544e-11
-24.879		9.19544e-11
-24.878		9.19544e-11
-24.877		9.19544e-11
-24.876		9.19544e-11
-24.875		9.19544e-11
-24.874		9.19544e-11
-24.873		9.19544e-11
-24.872		9.19544e-11
-24.871		9.19544e-11
-24.87		9.19544e-11
-24.869		9.19544e-11
-24.868		9.19544e-11
-24.867		9.19544e-11
-24.866		9.19544e-11
-24.865		9.19544e-11
-24.864		9.19544e-11
-24.863		9.19544e-11
-24.862		9.19544e-11
-24.861		9.19544e-11
-24.86		9.19544e-11
-24.859		9.19544e-11
-24.858		9.19544e-11
-24.857		9.19544e-11
-24.856		9.19544e-11
-24.855		9.19544e-11
-24.854		9.19544e-11
-24.853		9.19544e-11
-24.852		9.19544e-11
-24.851		9.19544e-11
-24.85		9.19544e-11
-24.849		9.19544e-11
-24.848		9.19544e-11
-24.847		9.19544e-11
-24.846		9.19544e-11
-24.845		9.19544e-11
-24.844		9.19544e-11
-24.843		9.19544e-11
-24.842		9.19544e-11
-24.841		9.19544e-11
-24.84		9.19544e-11
-24.839		9.19544e-11
-24.838		9.19544e-11
-24.837		9.19544e-11
-24.836		9.19544e-11
-24.835		9.19544e-11
-24.834		9.19544e-11
-24.833		9.19544e-11
-24.832		9.19544e-11
-24.831		9.19544e-11
-24.83		9.19544e-11
-24.829		9.19544e-11
-24.828		9.19544e-11
-24.827		9.19544e-11
-24.826		9.19544e-11
-24.825		9.19544e-11
-24.824		9.19544e-11
-24.823		9.19544e-11
-24.822		9.19544e-11
-24.821		9.19544e-11
-24.82		9.19544e-11
-24.819		9.19544e-11
-24.818		9.19544e-11
-24.817		9.19544e-11
-24.816		9.19544e-11
-24.815		9.19544e-11
-24.814		9.19544e-11
-24.813		9.19544e-11
-24.812		9.19544e-11
-24.811		9.19544e-11
-24.81		9.19544e-11
-24.809		9.19544e-11
-24.808		9.19544e-11
-24.807		9.19544e-11
-24.806		9.19544e-11
-24.805		9.19544e-11
-24.804		9.19544e-11
-24.803		9.19544e-11
-24.802		9.19544e-11
-24.801		9.19544e-11
-24.8		9.19544e-11
-24.799		9.19544e-11
-24.798		9.19544e-11
-24.797		9.19544e-11
-24.796		9.19544e-11
-24.795		9.19544e-11
-24.794		9.19544e-11
-24.793		9.19544e-11
-24.792		9.19544e-11
-24.791		9.19544e-11
-24.79		9.19544e-11
-24.789		9.19544e-11
-24.788		9.19544e-11
-24.787		9.19544e-11
-24.786		9.19544e-11
